產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
民眾版,民法財產權／繼承贈與計算平台,保單要保人變更贈與稅計算器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-gift-tax.html,https://inheritance.choulegal.com/insurance-gift-tax.html,200,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPAA%2c100%2c%e5%88%a4%2c574%2c20110421%2c1&ot=in; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=44; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=5-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340001&flno=41; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=16-9; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=19; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=20; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=5-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=111; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=112; https://www.mof.gov.tw/singlehtml/384fb3077bb349ea973e7fc6f13b6974?cntId=e4170c62974c4c7c9fa78c24c9fcb130,16,104,10,2,待確認,前次公開 crawl 發現 2 筆錯誤引用；程式碼已修正者仍需重新線上 crawl 複查。
民眾版,民法財產權／繼承贈與計算平台,保單借款 vs 解約決策器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-loan-vs-surrender.html,https://inheritance.choulegal.com/insurance-loan-vs-surrender.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=116; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=203; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=119; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=116; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=119; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=120,7,84,38,0,待確認,法律常數/金額/比例有 38 筆尚待補官方來源。
民眾版,民法財產權／繼承贈與計算平台,法定利率利息計算器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/interest-calc.html,https://inheritance.choulegal.com/interest-calc.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=126; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=203; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=205; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=229; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=233,5,70,22,0,待確認,法律常數/金額/比例有 22 筆尚待補官方來源。
民眾版,民法財產權／繼承贈與計算平台,試算分析依據｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/legal-basis.html,https://inheritance.choulegal.com/legal-basis.html,200,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c107%2c%e5%ae%b6%e4%b8%8a%2c186%2c20181217%2c2&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSM%2c99%2c%e5%8f%b0%e4%b8%8a%2c1892%2c20100331&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c100%2c%e5%8f%b0%e4%b8%8a%2c450%2c20110324&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c102%2c%e5%8f%b0%e4%b8%8a%2c1283%2c20130704&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c104%2c%e5%8f%b0%e4%b8%8a%2c2206%2c20151118&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c104%2c%e5%8f%b0%e4%b8%8a%2c773%2c20150430&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c106%2c%e5%8f%b0%e6%8a%97%2c912%2c20170913&ot=in; https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c91%2c%e5%8f%b0%e4%b8%8a%2c556%2c20020328&ot=in; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1057; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1116-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1138; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1144; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1146; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1173; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1176; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1223; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=125; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=129; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=130; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=184; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=4-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390060&flno=27; https://www.mof.gov.tw/singlehtml/384fb3077bb349ea973e7fc6f13b6974?cntId=e4170c62974c4c7c9fa78c24c9fcb130; https://www.mof.gov.tw/singlehtml/384fb3077bb349ea973e7fc6f13b6974?cntId=f2a148bdd1614850be9fa56df8cc9d5c,29,104,16,0,待確認,法律常數/金額/比例有 16 筆尚待補官方來源。
民眾版,民法財產權／繼承贈與計算平台,不動產繼承稅務試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/real-estate.html,https://inheritance.choulegal.com/real-estate.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1151; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1164; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=14-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=4-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=4-5; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=10; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=12-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340096&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340096&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340096&flno=28-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340102&flno=4; https://www.mof.gov.tw/singlehtml/384fb3077bb349ea973e7fc6f13b6974?cntId=f2a148bdd1614850be9fa56df8cc9d5c,18,108,26,0,待確認,法律常數/金額/比例有 26 筆尚待補官方來源。
民眾版,勞動權益計算平台,平均薪資精算器｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/avg-wage.html,https://labor.choulegal.com/avg-wage.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=10; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=55; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=6; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=12,9,76,8,0,待確認,法律常數/金額/比例有 8 筆尚待補官方來源。
民眾版,勞動權益計算平台,人事成本計算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/hr-cost.html,https://labor.choulegal.com/hr-cost.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0060001&flno=19; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0060001&flno=27; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0060001&flno=84; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=27; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=32; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=52; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=53; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=72; https://laws.mol.gov.tw/news.aspx?msgid=6726; https://www.nhi.gov.tw/ch/cp-19418-9eefb-2576-1.html,17,138,20,0,待確認,法律常數/金額/比例有 20 筆尚待補官方來源。
民眾版,勞動權益計算平台,勞保費用與給付試算｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/labor-insurance.html,https://labor.choulegal.com/labor-insurance.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58-2; https://laws.mol.gov.tw/news.aspx?msgid=6726; https://www.nhi.gov.tw/ch/cp-19418-9eefb-2576-1.html,7,124,44,0,待確認,法律常數/金額/比例有 44 筆尚待補官方來源。
民眾版,勞動權益計算平台,最低薪資合規檢查｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/min-wage.html,https://labor.choulegal.com/min-wage.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=80-1; https://www.mol.gov.tw/1607/1632/1633/84947/post,5,66,2,0,待確認,法律常數/金額/比例有 2 筆尚待補官方來源。
民眾版,勞動權益計算平台,育嬰假與津貼試算｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/parental-leave.html,https://labor.choulegal.com/parental-leave.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=19-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=19-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030014&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030014&flno=17; https://laws.mol.gov.tw/news.aspx?msgid=6726,9,86,14,0,待確認,法律常數/金額/比例有 14 筆尚待補官方來源。
民眾版,勞動權益計算平台,薪資單檢查器｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/payslip-checker.html,https://labor.choulegal.com/payslip-checker.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0060001&flno=20; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=32; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=39; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=14; https://laws.mol.gov.tw/news.aspx?msgid=6726; https://www.mol.gov.tw/1607/1632/1633/84947/post; https://www.nhi.gov.tw/ch/cp-19418-9eefb-2576-1.html,12,110,14,0,待確認,法律常數/金額/比例有 14 筆尚待補官方來源。
民眾版,勞動權益計算平台,退休金請領計算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/pension-claim.html,https://labor.choulegal.com/pension-claim.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=24-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=53; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=54; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=55; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=56; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=31; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=49; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=53; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=54; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=55; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=78; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=9; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=59,22,136,16,2,待確認,前次公開 crawl 發現 2 筆錯誤引用；程式碼已修正者仍需重新線上 crawl 複查。
民眾版,勞動權益計算平台,勞退提撥試算｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/pension.html,https://labor.choulegal.com/pension.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=6; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=58,5,92,8,0,待確認,法律常數/金額/比例有 8 筆尚待補官方來源。
民眾版,勞動權益計算平台,離職結算檢查表｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/settlement-calc.html,https://labor.choulegal.com/settlement-calc.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=10; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=25; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=28; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=33; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=39; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=53; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=54; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=55; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=68; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=9,26,128,10,0,待確認,法律常數/金額/比例有 10 筆尚待補官方來源。
民眾版,勞動權益計算平台,解僱成本估算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/termination-cost.html,https://labor.choulegal.com/termination-cost.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=20; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=487; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11-3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11-5; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=19; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=20; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=33; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=68; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=78; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030020&flno=12,27,110,0,10,待確認,前次公開 crawl 發現 10 筆錯誤引用；程式碼已修正者仍需重新線上 crawl 複查。
民眾版,勞動權益計算平台,職災補償試算｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/work-injury.html,https://labor.choulegal.com/work-injury.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=184; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=59; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=59-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=60; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=193; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=483-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=5; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59-3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=60,17,148,14,36,待確認,前次公開 crawl 發現 36 筆錯誤引用；程式碼已修正者仍需重新線上 crawl 複查。
民眾版,租賃權益計算平台,租屋糾紛自救指南 — 遇到這些情況怎麼辦｜RentalPro,/Users/chouchunyeh/Desktop/choulegal/apps/rentalpro/dispute-guide.html,https://rental.choulegal.com/dispute-guide.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=179; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=429; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=430; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=304; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=306; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=D0060001&flno=100; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=D0060001&flno=97; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=D0060001&flno=99; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=D0060125&flno=7,9,20,2,0,待確認,法律常數/金額/比例有 2 筆尚待補官方來源。
